"","Name","GP","MIN","PTS","FGM","FGA","FG.","X3P.Made","X3PA","X3P.","FTM"
"1282","Antonio Davis","High","Moderate",7.7,"Moderate",5.2,"Moderate","Low",0,"Low","High"
"1283","Allan Houston","High","Moderate",8.5,"Moderate",8.5,"Moderate","Moderate",1.5,"Moderate","Moderate"
"1284","Harold Ellis","Moderate","Moderate",8.7,"Moderate",6,"Moderate","Low",0.1,"Low","High"
"1285","Rodney Rogers","High","Moderate",8.1,"Moderate",6.9,"Moderate","Moderate",1.2,"Moderate","Moderate"
"1286","Mitchell Butler","Moderate","Moderate",6.9,"Moderate",5.6,"Moderate","Low",0.1,"Low","Moderate"
"1287","Sam Cassell","Moderate","Moderate",6.7,"Moderate",5.9,"Moderate","Moderate",1.3,"Moderate","Moderate"
"1288","Bryon Russell","Moderate","Moderate",5,"Moderate",4.2,"Moderate","Low",0.3,"Moderate","Moderate"
"1289","Darren Morningstar","Low","Moderate",4.2,"Moderate",3.6,"Moderate","Low",0,"Low","Moderate"
"1290","Markel Brown","Low","Moderate",4.6,"Moderate",4.5,"Low","Moderate",1.4,"Moderate","Moderate"
"1291","Acie Earl","Moderate","Moderate",5.5,"Moderate",5,"Moderate","Low",0,"Low","Moderate"
"1292","Lucious Harris","Moderate","Moderate",5.4,"Moderate",5,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1293","Scott Burrell","Moderate","Moderate",4.8,"Moderate",4.6,"Moderate","Low",0.1,"Moderate","Moderate"
"1294","Warren Kidd","Moderate","Moderate",3.6,"Moderate",2.5,"High","Low",0,"Low","Moderate"
"1295","Greg Graham","Moderate","Moderate",4.8,"Moderate",4.4,"Low","Low",0.4,"Moderate","Moderate"
"1296","Mike Peplowski","Moderate","Moderate",3.2,"Low",2.6,"Moderate","Low",0,"Low","Low"
"1297","Terry Dehere","Moderate","Moderate",5.3,"Moderate",5.3,"Low","Moderate",0.9,"Moderate","Moderate"
"1298","James Robinson","Moderate","Moderate",4.8,"Moderate",4.9,"Low","Moderate",1.3,"Moderate","Moderate"
"1299","Corie Blount","Moderate","Low",3,"Low",2.6,"Moderate","Low",0,"Low","Moderate"
"1300","Cleanthony Early","Low","Moderate",5.4,"Moderate",5.5,"Low","Moderate",2.2,"Moderate","Moderate"
"1301","David Wesley","Moderate","Low",3.1,"Low",2.9,"Low","Moderate",0.8,"Moderate","Moderate"
"1302","Chris Whitney","Low","Low",1.8,"Low",2.1,"Low","Moderate",0.8,"Moderate","Low"
"1303","Rex Walters","Moderate","Low",3.4,"Low",2.4,"Moderate","Moderate",0.6,"Moderate","Low"
"1304","Darnell Mee","Low","Low",1.9,"Low",2.3,"Low","Moderate",0.6,"Moderate","Low"
"1305","Josh Grant","Moderate","Low",3,"Low",2.8,"Moderate","Moderate",1.2,"Moderate","Low"
"1306","Ervin Johnson","Low","Low",2.6,"Low",2.4,"Moderate","Low",0,"Low","Low"
"1307","Brian Davis","Moderate","Low",1.9,"Low",1.9,"Low","Low",0,"Moderate","Moderate"
"1308","Eric Riley","Low","Low",1.9,"Low",1.5,"Moderate","Low",0,"Low","Low"
"1309","Shaquille O'Neal*","High","High",23.4,"High",16.1,"Moderate","Low",0,"Low","High"
"1310","Latrell Sprewell","Moderate","High",15.4,"Moderate",12.6,"Moderate","Moderate",2.6,"Moderate","High"
"1311","Christian Laettner","High","High",18.2,"Moderate",13.1,"Moderate","Low",0.5,"Moderate","High"
"1312","Tom Gugliotta","High","High",14.7,"Moderate",14,"Moderate","Moderate",1.7,"Moderate","High"
"1313","Alonzo Mourning*","High","High",21,"High",14.3,"Moderate","Low",0,"Low","High"
"1314","LaPhonso Ellis","High","High",14.7,"Moderate",11.7,"Moderate","Low",0.2,"Moderate","High"
"1315","Clarence Weatherspoon","High","High",15.6,"Moderate",12.8,"Moderate","Low",0,"Moderate","High"
"1316","Robert Horry","High","High",10.1,"Moderate",8.6,"Moderate","Moderate",0.6,"Moderate","High"
"1317","Sean Rooks","Moderate","High",13.5,"Moderate",10.4,"Moderate","Low",0,"Low","High"
"1318","Walt Williams","Moderate","High",17,"Moderate",13.9,"Moderate","Moderate",3.2,"Moderate","High"
"1319","Anthony Avent","High","High",9.8,"Moderate",9.8,"Moderate","Low",0,"Low","Moderate"
"1320","Richard Dumas","Moderate","High",15.8,"Moderate",12,"Moderate","Low",0.1,"Moderate","High"
"1321","Todd Day","Moderate","High",13.8,"Moderate",11.7,"Moderate","Moderate",2.6,"Moderate","High"
"1322","Bryant Stith","Low","Moderate",8.9,"Moderate",7.1,"Moderate","Low",0.1,"Low","High"
"1323","Doug Overton","Low","Moderate",8.1,"Moderate",7.2,"Moderate","Moderate",0.3,"Moderate","Moderate"
"1324","Anthony Peeler","Moderate","Moderate",10.4,"Moderate",8.2,"Moderate","Moderate",1.5,"Moderate","High"
"1325","Walter Bond","Moderate","Moderate",8,"Moderate",7.6,"Low","Moderate",0.6,"Moderate","Moderate"
"1326","Andre Spencer","Low","Moderate",9.4,"Moderate",8.2,"Moderate","Low",0.1,"Low","High"
"1327","Lloyd Daniels","Moderate","Moderate",9.1,"Moderate",8.4,"Moderate","Moderate",2.3,"Moderate","Moderate"
"1328","Oliver Miller","Moderate","Moderate",5.6,"Moderate",4.6,"Moderate","Low",0.1,"Low","Moderate"
"1329","Harold Miner","Moderate","Moderate",10.3,"Moderate",8.4,"Moderate","Low",0.1,"Moderate","High"
"1330","T.J. Warren","Low","Moderate",6.1,"Moderate",5.4,"Moderate","Moderate",0.5,"Moderate","Low"
"1331","Adam Keefe","High","Moderate",6.6,"Moderate",4.6,"Moderate","Low",0,"Low","High"
"1332","Lee Mayberry","High","Moderate",5.2,"Moderate",4.6,"Moderate","Moderate",1.3,"Moderate","Low"
"1333","Hubert Davis","Moderate","Moderate",5.4,"Moderate",5,"Moderate","Moderate",0.4,"Moderate","Moderate"
"1334","Byron Houston","High","Moderate",5.3,"Moderate",4.1,"Moderate","Low",0.1,"Moderate","Moderate"
"1335","Chris Smith","High","Moderate",4.3,"Moderate",3.6,"Moderate","Low",0.2,"Moderate","Moderate"
"1336","Chris Smith","High","Moderate",4.3,"Moderate",3.6,"Moderate","Low",0.2,"Moderate","Moderate"
"1337","Brent Price","Moderate","Moderate",3.9,"Moderate",4.1,"Low","Moderate",0.7,"Moderate","Moderate"
"1338","Marlon Maxey","Low","Moderate",5.4,"Moderate",3.9,"Moderate","Low",0,"Low","Moderate"
"1339","Litterial Green","Moderate","Moderate",4.5,"Moderate",3.8,"Moderate","Low",0.2,"Moderate","Moderate"
"1340","Jon Barry","Low","Moderate",4.4,"Moderate",4.4,"Low","Moderate",1.3,"Moderate","Moderate"
